0.186445, False, 2.1066413
0.167461, False, 0.6815996
0.165949, False, 1.7282346
0.700433, False, 1.748685
0.695924, False, 0.8471026
0.694869, False, 1.8934607
0.694869, True, 2.6056365
0.692877, False, 1.0894292
0.691875, True, 2.4103723
0.680671, False, 0.4428783
0.679673, True, 2.2629185
0.668098, False, 0.6745
0.668098, False, 0.6929198
0.667104, False, 2.0733426
0.663589, False, 0.9645854
0.661553, False, 0.2515397
0.661553, False, 1.8536745
0.658552, False, 1.298219
0.654035, False, 1.0369898
0.653031, False, 2.0615314
0.652518, False, 0.7260977
0.652518, False, 0.4005184
0.651202, True, 2.3186557
0.650197, False, 1.7048573
0.647196, False, 0.3430814
0.645198, False, 2.1475196
0.24073, False, 2.0018219
0.238729, False, 1.4480295
0.231175, False, 0.7176014
0.229174, False, 1.8885861
0.228174, False, 1.301706
0.227175, False, 0.8305391
0.22265, False, 0.6514611
0.218654, True, 2.9372468
0.212269, False, 0.827549
0.211269, True, 2.3240674
0.209268, False, 2.1031245
0.187033, False, 0.7585637
0.18603, False, 1.1213704
0.183513, False, 0.4888078
0.18134, False, 0.2401202
0.180344, True, 2.7035794
0.17073, False, 1.061221
0.16873, False, 1.8246114
1.082065, False, 1.8101498
1.078065, False, 2.0070526
1.077066, True, 2.2157531
1.068378, False, 1.4500409
1.068378, False, 0.6086908
1.067378, False, 1.9881188
1.067378, False, 0.8344929
1.067378, False, 1.9998245
1.055807, False, 1.913525
1.054806, False, 0.5848283
1.054806, True, 2.2176592
0.575479, True, 2.6170654
0.554223, False, 2.0885651
0.497931, False, 1.8480948
0.469829, False, 1.2249182
0.464274, False, 1.9641001
0.462277, False, 1.3349741
0.460276, False, 1.9435684
0.441687, False, 0.7660932
0.44069, False, 1.9435684
0.249285, False, 2.1484067
0.497425, True, 2.2318945
0.494392, False, 0.8879937
0.49339, True, 2.8335859
0.492392, False, 0.613761
0.491392, False, 0.1702979
0.491392, True, 2.6529218
0.490392, False, 0.1143698
0.490392, False, 2.0172275
0.477889, False, 1.4827836
0.477889, False, 0.8585096
0.476886, False, 1.6872523
0.47547, False, 1.2458574
0.463369, False, 1.8255754
0.340653, False, 0.9019968
0.339659, False, 1.6937173
0.298317, False, 1.4169343
0.294763, False, 0.4119398
0.293754, False, 2.0536223
0.279641, False, 1.0706371
0.265966, False, 0.6740826
0.264966, False, 1.6524022
0.242108, False, 2.0022975
0.223258, False, 0.2923732
0.222261, False, 2.1930587
0.205242, False, 1.5914682
0.195688, False, 1.3542192
0.19269, False, 0.3495741
0.191691, False, 2.148441
0.182882, False, 1.451028
0.173228, False, 1.6696216
0.736764, True, 2.4505226
0.730219, False, 1.3960695
0.730219, False, 1.3937106
0.72922, False, 1.9330977
0.72922, False, 1.3675478
0.728218, False, 1.9592776
